path.a	path.b	path.a.length	path.b.length	intersection	jaccard	euclidean
HG01071#1#JAHBCF010000053.1_26607100_27108065_1	HG01099.hifiasm_filt_mat.fa:h2tg000003l_54930251_55338030_1	500965	407779	404795	0.803246	314.887
HG02293.hifiasm_filt_pat.fa:h1tg000025l_28494233_28996189_1	HG03453#2#JAGYVV010000088.1_22597550_23005370_1	501956	407820	407657	0.811873	307.347
HG04228.verkko_filt_pat.fa:haplotype2-0000600_103806749_104119491_0	HG02293.verkko_filt_mat.fa:haplotype1-0000039_30204405_30517145_1	312742	312740	310763	0.98743	62.8967
HG03453#1#JAGYVW010000157.1_2105722_2585000_1	HG02559#1#JAGYVK010000012.1_51505852_51913611_0	479278	407759	404753	0.839242	278.444
HG00735#2#JAHBCG010000068.1_4729205_5042887_0	HG02148#2#JAHAMF010000050.1_19456870_19863761_1	313682	406891	310653	0.757838	315.067
HG02886#2#JAHAOT010000031.1_87393_401061_0	HG01358#2#JAGYZA010000086.1_556_316498_0	313668	315942	166884	0.360654	543.914
HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1	HG02886#1#JAHAOU010000178.1_62411_469262_0	501992	406851	404743	0.802902	315.209
HG02809.verkko_filt_mat.fa:haplotype1-0000023_94161320_94589755_0	HG02300.hifiasm_filt_pat.fa:h1tg000019l_103804174_104211156_0	428435	406982	376546	0.820592	286.923
HG01123#1#JAGYYZ010000015.1_51528240_51935090_0	HG00621#2#JAHBCC010000031.1_16669999_17077865_0	406850	407866	404700	0.987035	72.9109
HG02572#1#JAHAOW010000072.1_9428131_9835964_0	HG03516#1#JAGYYT010000012.1_24170958_24578778_1	407833	407820	407407	0.997945	28.9655
HG00741#1#JAHALY010000007.1_18781197_19307680_1	HG03710.verkko_filt_pat.fa:haplotype2-0000488_101614437_102218208_0	526483	603771	476623	0.729193	420.723
NA19240#2#JAHEOL010000010.1_37445323_37853017_0	HG02559#2#JAGYVJ010000037.1_52167780_52574597_1	407694	406817	404774	0.987887	70.4486
HG00673#2#JAHBBY010000109.1_16675383_17177395_0	HG00673#2#JAHBBY010000109.1_16675383_17177395_0	502012	502012	502012	1	0
HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1	HG01891#1#JAGYVO010000014.1_22855818_23168577_1	501914	312759	310796	0.616809	439.41
HG02572#2#JAHAOV010000024.1_4460979_4890404_1	HG01361#2#JAGYYW010000015.1_51517456_51831163_0	429425	313707	311689	0.722434	346.055
chr1_hg19_103998686_104406594_0	HG02300.hifiasm_filt_mat.fa:h2tg000006l_23303533_23711281_1	407908	407748	407333	0.997575	31.4643
HG01099.hifiasm_filt_pat.fa:h1tg000003l_56136922_56638856_1	HG01109#1#JAHEPA010000099.1_2104245_2511104_1	501934	406859	404818	0.80325	314.892
HG02004.verkko_filt_mat.fa:haplotype1-0000022_97828542_98235483_0	HG03540#1#JAGYVY010000208.1_95187_596142_0	406941	500955	406482	0.810671	308.11
HG00733#1#JAHEPQ010000019.1_46106835_46420495_0	HG002.hifiasm_filt_pat.fa:h1tg000009l_103664409_104071309_0	313660	406900	310687	0.758008	314.938
HG02818#2#JAHEOR010000010.1_31775319_32183091_1	HG02080#2#JAHEOV010000017.1_16662177_17164189_0	407772	502012	407389	0.810894	308.23
HG01978#2#JAGYVR010000007.1_51532241_51939176_0	HG01175#2#JAHALZ010000031.1_43072077_43478977_1	406935	406900	406692	0.998892	21.2368
HG03486#2#JAHEOP010000248.1_2105565_2584784_1	HG02647.verkko_filt_pat.fa:haplotype2-0000857_103738150_104051769_0	479219	313619	312441	0.650381	409.824
HG02300.verkko_filt_pat.fa:haplotype2-0000620_143362344_143769323_1	HG01109#2#JAHEOZ010000047.1_16671232_17151375_0	406979	480143	406397	0.845384	272.632
HG02647.hifiasm_filt_pat.fa:h1tg000015l_103709681_104023301_0	HG02004.hifiasm_filt_pat.fa:h1tg000006l_139372820_140063114_1	313620	690294	311564	0.450009	617.079
HG02717#1#JAHAOS010000015.1_16660311_17067250_0	HG00733#1#JAHEPQ010000019.1_46106835_46420495_0	406939	313660	310676	0.757889	315.035
HG03579#2#JAGYVT010000094.1_51581892_51895531_0	HG01106#2#JAHAMB010000008.1_19904771_20405763_1	313639	500992	310706	0.616572	439.567
HG02486#2#JAGYVL010000029.1_94163344_94570162_0	HG00735#1#JAHBCH010000004.1_101548252_101956125_0	406818	407873	404658	0.986891	73.3144
HG03540#1#JAGYVY010000208.1_95187_596142_0	HG03710.verkko_filt_mat.fa:haplotype1-0000029_102593394_102907063_0	500955	313669	312539	0.622482	435.369
HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0	HG02809.verkko_filt_mat.fa:haplotype1-0000023_94161320_94589755_0	502054	428435	385731	0.708078	398.782
HG01175#2#JAHALZ010000031.1_43072077_43478977_1	HG005#1#JAHEPO010000002.1_51519219_51926067_0	406900	406848	404653	0.989142	66.6483
HG02622#2#JAHAON010000012.1_51551779_52031001_0	NA19240#1#JAHEOM010000047.1_30103390_30511199_1	479222	407809	404742	0.839211	278.473
HG04228.verkko_filt_mat.fa:haplotype1-0000023_103429213_103930285_0	HG03098#2#JAHEPL010000003.1_93803759_94117426_0	501072	313667	312503	0.622223	435.584
HG02717#2#JAHAOR010000006.1_19663827_20070693_1	NA19240#2#JAHEOL010000010.1_37445323_37853017_0	406866	407694	404749	0.987648	71.1477
HG005#2#JAHEPN010000023.1_51542210_51950070_0	HG00741#1#JAHALY010000007.1_18781197_19307680_1	407860	526483	407410	0.773172	345.721
HG02622#1#JAHAOO010000002.1_16673678_17080663_0	HG02145#1#JAHKSG010000134.1_2102465_2647653_1	406985	545188	405796	0.742703	374.941
HG00438#2#JAHBCA010000012.1_51513023_51826723_0	HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0	313700	406861	310709	0.7581	314.87
HG03710.verkko_filt_pat.fa:haplotype2-0000488_101614437_102218208_0	HG01123#2#JAGYYY010000006.1_51579630_51892388_0	603771	312758	312457	0.517251	540.014
HG02300.verkko_filt_mat.fa:haplotype1-0000028_144052837_144460586_1	HG02486#2#JAGYVL010000029.1_94163344_94570162_0	407749	406818	404749	0.987631	71.1969
HG01952#2#JAHAMD010000045.1_4381722_4883708_1	HG02293.hifiasm_filt_pat.fa:h1tg000025l_28494233_28996189_1	501986	501956	501911	0.999761	10.9545
HG03492#2#JAHEPH010000288.1_2098270_2432686_1	HG00673#1#JAHBBZ010000075.1_16660170_16973851_0	334416	313681	302956	0.877775	205.39
HG00741#2#JAHALX010000013.1_51574319_51981226_0	NA18906#1#JAHEOO010000054.1_2103477_2510435_1	406907	406958	406109	0.995961	40.5832
HG01109#2#JAHEOZ010000047.1_16671232_17151375_0	HG02004.hifiasm_filt_mat.fa:h2tg000002l_25152988_25559927_1	480143	406939	406401	0.845469	272.544
HG002.verkko_filt_pat.fa:haplotype2-0000649_147937390_148315979_1	HG00741#2#JAHALX010000013.1_51574319_51981226_0	378589	406907	373347	0.905854	196.982
HG02148#2#JAHAMF010000050.1_19456870_19863761_1	HG02004.verkko_filt_mat.fa:haplotype1-0000022_97828542_98235483_0	406891	406941	404712	0.989226	66.3928
HG00735#1#JAHBCH010000004.1_101548252_101956125_0	HG02723#2#JAHEOT010000034.1_19776337_20321518_1	407873	545181	405606	0.740903	376.619
HG02004.verkko_filt_pat.fa:haplotype2-0000813_139386576_140076845_1	HG02109#1#JAHEPG010000026.1_16673035_17080816_0	690269	407781	405698	0.585971	535.401
chr1_chm13_103304997_103901127_0	HG03710.hifiasm_filt_mat.fa:h2tg000025l_86820256_87133924_0	596130	313668	313437	0.525583	531.906
HG00621#2#JAHBCC010000031.1_16669999_17077865_0	HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	407866	406914	406743	0.996829	35.9722
HG03098#1#JAHEPM010000059.1_16676208_17105596_0	HG01952#1#JAHAME010000077.1_16663592_16976329_0	429388	312737	312507	0.727407	342.215
HG00673#1#JAHBBZ010000075.1_16660170_16973851_0	HG02717#2#JAHAOR010000006.1_19663827_20070693_1	313681	406866	310742	0.758268	314.743
HG02300.hifiasm_filt_mat.fa:h2tg000006l_23303533_23711281_1	HG03492#1#JAHEPI010000180.1_2103395_2543326_1	407748	439931	405769	0.918216	190.108
HG04228.hifiasm_filt_pat.fa:h1tg000014l_141188035_141500777_1	HG01099.verkko_filt_mat.fa:haplotype1-0000034_142513097_142920876_1	312742	407779	310769	0.758432	314.616
HG01106#1#JAHAMC010000004.1_31121050_31623013_0	HG02723#1#JAHEOU010000204.1_2102082_2414876_1	501963	312794	310760	0.616591	439.587
HG03486#1#JAHEOQ010000123.1_16677696_17085575_0	HG005#2#JAHEPN010000023.1_51542210_51950070_0	407879	407860	407732	0.999326	16.5831
HG02148#1#JAHAMG010000059.1_19799474_20206456_1	HG02572#1#JAHAOW010000072.1_9428131_9835964_0	406982	407833	406719	0.996626	37.108
HG02055#2#JAHEPJ010000017.1_24870122_25298560_1	chr1_chm13_103304997_103901127_0	428438	596130	385656	0.603614	503.245
HG03927.hifiasm_filt_mat.fa:h2tg000005l_102886351_103294201_0	HG02071.hifiasm_filt_mat.fa:h2tg000009l_103610644_104018525_0	407850	407881	407524	0.998327	26.1343
HG02559#2#JAGYVJ010000037.1_52167780_52574597_1	HG03710.hifiasm_filt_pat.fa:h1tg000035l_103311655_103704662_0	406817	393007	298333	0.594892	450.731
HG03098#2#JAHEPL010000003.1_93803759_94117426_0	HG03098#1#JAHEPM010000059.1_16676208_17105596_0	313667	429388	311704	0.722623	345.9
HG02300.hifiasm_filt_pat.fa:h1tg000019l_103804174_104211156_0	HG02717#1#JAHAOS010000015.1_16660311_17067250_0	406982	406939	404413	0.987558	71.3793
HG01928#1#JAGYVQ010000195.1_211_358290_0	HG01258#2#JAGYYU010000072.1_51562603_51970395_0	358079	407792	193668	0.33846	615.252
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1	407792	501914	405759	0.805162	313.35
HG02723#2#JAHEOT010000034.1_19776337_20321518_1	HG01099.hifiasm_filt_pat.fa:h1tg000003l_56136922_56638856_1	545181	501934	443738	0.735424	399.548
HG01361#1#JAGYYX010000012.1_51565085_51878780_0	HG01361#1#JAGYYX010000012.1_51565085_51878780_0	313695	313695	313695	1	0
HG02004.hifiasm_filt_mat.fa:h2tg000002l_25152988_25559927_1	HG01952#2#JAHAMD010000045.1_4381722_4883708_1	406939	501986	406861	0.810377	308.55
HG02647.verkko_filt_pat.fa:haplotype2-0000857_103738150_104051769_0	HG002#2#JAHKSD010000021.1_102757493_103165350_0	313619	407857	311646	0.760427	313.343
HG01099.hifiasm_filt_mat.fa:h2tg000003l_54930251_55338030_1	HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0	407779	502054	407413	0.810901	308.232
HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	chr1_hg19_103998686_104406594_0	406914	407908	406773	0.996873	35.7211
HG02080#1#JAHEOW010000048.1_16689583_17097287_0	HG03579#1#JAGYVU010000029.1_91404_499180_0	407704	407776	407426	0.998461	25.0599
NA18906#2#JAHEON010000009.1_93748295_94249275_0	HG01978#1#JAGYVS010000002.1_51519970_52021951_0	500980	501981	498751	0.989173	73.885
HG01243#1#JAHEOY010000013.1_90081_424495_0	HG04228.verkko_filt_mat.fa:haplotype1-0000023_103429213_103930285_0	334414	501072	332433	0.660831	413.062
HG02293.hifiasm_filt_mat.fa:h2tg000006l_103456831_103769570_0	HG02886#2#JAHAOT010000031.1_87393_401061_0	312739	313668	312520	0.995645	36.973
HG04228.hifiasm_filt_mat.fa:h2tg000030l_122_365721_0	HG02071.hifiasm_filt_pat.fa:h1tg000008l_103588591_104090646_0	365599	502055	365467	0.727751	369.757
HG002#1#JAHKSE010000012.1_16776806_17183707_1	NA20129#2#JAHEPD010000155.1_90039_569275_0	406901	479236	406548	0.847701	270.261
HG01123#2#JAGYYY010000006.1_51579630_51892388_0	HG02109#2#JAHEPF010000078.1_16678387_16991144_0	312758	312757	312504	0.99838	22.5167
HG01891#1#JAGYVO010000014.1_22855818_23168577_1	HG01123#1#JAGYYZ010000015.1_51528240_51935090_0	312759	406850	312488	0.767556	307.625
HG03516#2#JAGYYS010000004.1_24452130_24859892_1	HG02004.verkko_filt_pat.fa:haplotype2-0000813_139386576_140076845_1	407762	690269	407462	0.590038	532.078
HG03540#2#JAGYVX010000148.1_1368955_1877115_0	HG02630#1#JAHAOQ010000102.1_16672145_17079089_0	508160	406944	398328	0.770794	344.163
HG01952#1#JAHAME010000077.1_16663592_16976329_0	HG002.hifiasm_filt_mat.fa:h2tg000010l_40221609_40629467_1	312737	407858	310779	0.758338	314.701
HG01978#1#JAGYVS010000002.1_51519970_52021951_0	HG02486#1#JAGYVM010000007.1_28868414_29370339_1	501981	501925	499256	0.989311	73.4439
HG03710.hifiasm_filt_mat.fa:h2tg000025l_86820256_87133924_0	HG03579#2#JAGYVT010000094.1_51581892_51895531_0	313668	313639	311681	0.987501	62.8092
HG03710.verkko_filt_mat.fa:haplotype1-0000029_102593394_102907063_0	HG01928#1#JAGYVQ010000195.1_211_358290_0	313669	358079	99614	0.17411	687.401
HG02723#1#JAHEOU010000204.1_2102082_2414876_1	HG01258#1#JAGYYV010000004.1_56955948_57456952_1	312794	501004	312558	0.62357	434.375
NA19240#1#JAHEOM010000047.1_30103390_30511199_1	HG00621#1#JAHBCD010000034.1_2122997_2624098_1	407809	501101	406536	0.80923	309.577
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0	501004	428452	387520	0.715066	392.958
HG03516#1#JAGYYT010000012.1_24170958_24578778_1	HG02257#2#JAGYVH010000034.1_98190388_98857961_0	407820	667573	404891	0.603862	515.375
HG002.hifiasm_filt_mat.fa:h2tg000010l_40221609_40629467_1	HG03492#2#JAHEPH010000288.1_2098270_2432686_1	407858	334416	332444	0.811175	278.183
HG03710.hifiasm_filt_pat.fa:h1tg000035l_103311655_103704662_0	HG03516#2#JAGYYS010000004.1_24452130_24859892_1	393007	407762	298396	0.593973	451.638
HG02630#2#JAHAOP010000089.1_16669255_17076135_0	HG02572#2#JAHAOV010000024.1_4460979_4890404_1	406880	429425	377963	0.824631	283.512
HG03453#1#JAGYVW010000157.1_2105722_2585000_1	HG04228.hifiasm_filt_pat.fa:h1tg000014l_141188035_141500777_1	479278	312742	312473	0.6516	408.747
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	HG03540#2#JAGYVX010000148.1_1368955_1877115_0	409750	508160	407735	0.799206	320.062
HG00735#2#JAHBCG010000068.1_4729205_5042887_0	HG002.verkko_filt_mat.fa:haplotype1-0000005_138228497_138636354_1	313682	407857	313565	0.768591	307.26
HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1	HG002.verkko_filt_pat.fa:haplotype2-0000649_147937390_148315979_1	501992	378589	371523	0.729824	370.857
HG03453#2#JAGYVV010000088.1_22597550_23005370_1	HG02622#2#JAHAON010000012.1_51551779_52031001_0	407820	479222	404682	0.838963	278.708
HG01123#1#JAGYYZ010000015.1_51528240_51935090_0	HG01099.hifiasm_filt_mat.fa:h2tg000003l_54930251_55338030_1	406850	407779	404812	0.987787	70.746
HG01099.verkko_filt_mat.fa:haplotype1-0000034_142513097_142920876_1	HG03453#2#JAGYVV010000088.1_22597550_23005370_1	407779	407820	407429	0.998185	27.2213
NA19240#2#JAHEOL010000010.1_37445323_37853017_0	HG02293.verkko_filt_mat.fa:haplotype1-0000039_30204405_30517145_1	407694	312740	312467	0.765912	309.031
HG02630#1#JAHAOQ010000102.1_16672145_17079089_0	HG02559#1#JAGYVK010000012.1_51505852_51913611_0	406944	407759	404425	0.985734	76.5049
HG02145#1#JAHKSG010000134.1_2102465_2647653_1	HG02148#2#JAHAMF010000050.1_19456870_19863761_1	545188	406891	406175	0.744041	373.803
HG01361#2#JAGYYW010000015.1_51517456_51831163_0	HG01358#2#JAGYZA010000086.1_556_316498_0	313707	315942	166921	0.360732	543.881
HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0	HG02886#1#JAHAOU010000178.1_62411_469262_0	428452	406851	378415	0.828245	280.13
HG01099.hifiasm_filt_pat.fa:h1tg000003l_56136922_56638856_1	HG02300.hifiasm_filt_pat.fa:h1tg000019l_103804174_104211156_0	501934	406982	406530	0.809199	309.606
HG02080#2#JAHEOV010000017.1_16662177_17164189_0	HG00621#2#JAHBCC010000031.1_16669999_17077865_0	502012	407866	407735	0.81199	307.259
HG02145#2#JAHKSF010000206.1_1005292_1413195_1	HG03516#1#JAGYYT010000012.1_24170958_24578778_1	407903	407820	405443	0.98821	69.5485
HG02818#2#JAHEOR010000010.1_31775319_32183091_1	HG03710.verkko_filt_pat.fa:haplotype2-0000488_101614437_102218208_0	407772	603771	398709	0.650599	462.736
HG03579#1#JAGYVU010000029.1_91404_499180_0	HG02559#2#JAGYVJ010000037.1_52167780_52574597_1	407776	406817	404678	0.987224	72.3671
HG02257#1#JAGYVI010000005.1_101835875_102242843_0	HG00673#2#JAHBBY010000109.1_16675383_17177395_0	406968	502012	404523	0.801898	316.123
HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1	HG01891#1#JAGYVO010000014.1_22855818_23168577_1	501926	312759	310799	0.616804	439.417
HG02886#1#JAHAOU010000178.1_62411_469262_0	HG01361#2#JAGYYW010000015.1_51517456_51831163_0	406851	313707	310759	0.758321	314.706
HG03579#2#JAGYVT010000094.1_51581892_51895531_0	HG02300.hifiasm_filt_mat.fa:h2tg000006l_23303533_23711281_1	313639	407748	311626	0.760507	313.265
HG02071.hifiasm_filt_mat.fa:h2tg000009l_103610644_104018525_0	HG03540#1#JAGYVY010000208.1_95187_596142_0	407881	500955	406470	0.809111	309.671
HG02809.hifiasm_filt_pat.fa:h1tg000007l_103415673_103822536_0	HG01109#1#JAHEPA010000099.1_2104245_2511104_1	406863	406859	406487	0.998163	27.3496
HG02486#2#JAGYVL010000029.1_94163344_94570162_0	HG002.hifiasm_filt_pat.fa:h1tg000009l_103664409_104071309_0	406818	406900	406584	0.998649	23.4521
HG00621#1#JAHBCD010000034.1_2122997_2624098_1	HG02080#2#JAHEOV010000017.1_16662177_17164189_0	501101	502012	500863	0.997238	37.2424
NA18906#1#JAHEOO010000054.1_2103477_2510435_1	HG01175#2#JAHALZ010000031.1_43072077_43478977_1	406958	406900	404416	0.987725	70.8943
HG01175#2#JAHALZ010000031.1_43072077_43478977_1	HG02647.verkko_filt_pat.fa:haplotype2-0000857_103738150_104051769_0	406900	313619	310641	0.757886	315.019
HG002.verkko_filt_mat.fa:haplotype1-0000005_138228497_138636354_1	HG01109#2#JAHEOZ010000047.1_16671232_17151375_0	407857	480143	407344	0.847475	270.762
HG04228.verkko_filt_mat.fa:haplotype1-0000023_103429213_103930285_0	HG02004.hifiasm_filt_pat.fa:h1tg000006l_139372820_140063114_1	501072	690294	500927	0.72552	435.33
HG01106#2#JAHAMB010000008.1_19904771_20405763_1	HG01106#2#JAHAMB010000008.1_19904771_20405763_1	500992	500992	500992	1	0
HG02559#1#JAGYVK010000012.1_51505852_51913611_0	HG00733#1#JAHEPQ010000019.1_46106835_46420495_0	407759	313660	313332	0.767807	307.823
HG02109#2#JAHEPF010000078.1_16678387_16991144_0	HG00735#1#JAHBCH010000004.1_101548252_101956125_0	312757	407873	310774	0.758252	314.773
HG005#2#JAHEPN010000023.1_51542210_51950070_0	HG03710.verkko_filt_mat.fa:haplotype1-0000029_102593394_102907063_0	407860	313669	313440	0.768068	307.651
HG03710.verkko_filt_pat.fa:haplotype2-0000488_101614437_102218208_0	HG02809.verkko_filt_mat.fa:haplotype1-0000023_94161320_94589755_0	603771	428435	381439	0.586138	518.968
chr1_hg38_103456064_103863972_0	HG005#1#JAHEPO010000002.1_51519219_51926067_0	407908	406848	404721	0.98704	72.8972
HG00438#1#JAHBCB010000015.1_33474867_33954171_0	NA19240#1#JAHEOM010000047.1_30103390_30511199_1	479304	407809	406626	0.846279	271.774
HG03927.verkko_filt_mat.fa:haplotype1-0000009_134765170_135173010_1	HG03098#2#JAHEPL010000003.1_93803759_94117426_0	407840	313667	313468	0.76823	307.524
HG02818#1#JAHEOS010000101.1_89626_496613_0	NA19240#2#JAHEOL010000010.1_37445323_37853017_0	406987	407694	404375	0.985545	77.013
HG002#2#JAHKSD010000021.1_102757493_103165350_0	HG00741#1#JAHALY010000007.1_18781197_19307680_1	407857	526483	407434	0.773257	345.647
HG02109#1#JAHEPG010000026.1_16673035_17080816_0	HG02145#1#JAHKSG010000134.1_2102465_2647653_1	407781	545188	407077	0.74571	372.579
HG00735#1#JAHBCH010000004.1_101548252_101956125_0	HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0	407873	406861	404713	0.987054	72.856
HG02293.verkko_filt_mat.fa:haplotype1-0000039_30204405_30517145_1	HG02486#2#JAGYVL010000029.1_94163344_94570162_0	312740	406818	310653	0.759719	313.452
HG02004.hifiasm_filt_pat.fa:h1tg000006l_139372820_140063114_1	HG01123#2#JAGYYY010000006.1_51579630_51892388_0	690294	312758	310935	0.449252	617.399
HG00621#2#JAHBCC010000031.1_16669999_17077865_0	HG02293.hifiasm_filt_pat.fa:h1tg000025l_28494233_28996189_1	407866	501956	407644	0.811752	307.464
HG005#1#JAHEPO010000002.1_51519219_51926067_0	HG00673#1#JAHBBZ010000075.1_16660170_16973851_0	406848	313681	310766	0.758404	314.638
HG02486#1#JAGYVM010000007.1_28868414_29370339_1	NA18906#1#JAHEOO010000054.1_2103477_2510435_1	501925	406958	406211	0.808103	310.582
HG03098#1#JAHEPM010000059.1_16676208_17105596_0	HG02004.hifiasm_filt_mat.fa:h2tg000002l_25152988_25559927_1	429388	406939	376572	0.819071	288.415
HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0	HG00741#2#JAHALX010000013.1_51574319_51981226_0	406861	406907	406538	0.998301	26.3059
HG01071#1#JAHBCF010000053.1_26607100_27108065_1	HG02723#2#JAHEOT010000034.1_19776337_20321518_1	500965	545181	444474	0.738731	396.482
HG01106#1#JAHAMC010000004.1_31121050_31623013_0	HG02004.verkko_filt_mat.fa:haplotype1-0000022_97828542_98235483_0	501963	406941	406851	0.810375	308.548
HG04228.verkko_filt_pat.fa:haplotype2-0000600_103806749_104119491_0	HG02109#1#JAHEPG010000026.1_16673035_17080816_0	312742	407781	312493	0.765858	309.091
HG02148#1#JAHAMG010000059.1_19799474_20206456_1	HG03710.hifiasm_filt_mat.fa:h2tg000025l_86820256_87133924_0	406982	313668	312459	0.765473	309.406
HG02886#2#JAHAOT010000031.1_87393_401061_0	HG01952#1#JAHAME010000077.1_16663592_16976329_0	313668	312737	310794	0.984738	69.4046
HG03492#1#JAHEPI010000180.1_2103395_2543326_1	HG02717#2#JAHAOR010000006.1_19663827_20070693_1	439931	406866	406774	0.924438	182.343
HG02809.verkko_filt_mat.fa:haplotype1-0000023_94161320_94589755_0	HG03492#1#JAHEPI010000180.1_2103395_2543326_1	428435	439931	389466	0.813251	299.055
HG02300.hifiasm_filt_pat.fa:h1tg000019l_103804174_104211156_0	HG01099.verkko_filt_mat.fa:haplotype1-0000034_142513097_142920876_1	406982	407779	406494	0.995657	42.107
